0,95
1,168
2,184
3,148
4,91
5,201
6,173
7,209
8,249
9,223
10,152
11,231
12,140
13,189
14,237
15,112
16,72
17,69
18,71
19,73
20,83
21,224
22,162
23,247
24,224
25,253
26,201
27,464
28,518
29,592
30,523
31,364
32,448
33,368
34,384
35,394
36,367
37,392
38,368
39,384
40,374
41,368
42,363
43,399
44,357
45,377
46,374
47,384
48,400
49,366
50,369
51,391
52,373
53,384
54,352
55,390
56,384
57,385
58,367
59,355
60,393
61,391
62,384
63,366
64,377
65,400
66,384
67,353
68,365
69,384
70,382
71,377
72,368
73,368
74,400
75,381
76,370
77,372
78,372
79,398
80,370
81,384
82,365
83,384
84,385
85,381
86,374
87,384
88,373
89,380
90,267
91,106
92,95
93,179
94,352
95,502
96,394
97,411
98,752
99,672
100,742
101,711
102,758
103,757
104,697
105,697
106,752
107,756
108,768
109,677
110,736
111,753
112,746
113,754
114,742
115,754
116,606
117,789
118,835
119,657
120,794
121,764
122,670
123,742
124,702
125,714
126,701
127,730
128,1621
129,2413
130,2292
131,2377
132,2455
133,2399
134,2347
135,2467
136,2411
137,2482
138,2348
139,2453
140,2207
141,2408
142,2502
143,2401
144,2376
145,2453
146,2416
147,2572
148,2283
149,2332
150,2325
151,2267
152,2397
153,1488
154,793
155,834
156,766
157,796
158,798
159,765
160,678
161,719
162,765
163,771
164,777
165,705
166,742
167,741
168,768
169,801
170,735
171,706
172,784
173,769
174,779
175,753
176,768
177,787
178,778
179,724
180,765
181,634
182,694
183,765
184,761
185,736
186,801
187,822
188,722
189,738
190,756
191,719
192,777
193,721
194,726
195,726
196,741
197,768
198,714
199,751
200,703
201,739
202,669
203,753
204,778
205,707
206,800
207,741
208,857
209,706
210,755
211,721
212,781
213,682
214,754
215,827
216,732
217,769
218,814
219,768
220,817
221,773
222,797
223,670
224,817
225,696
226,756
227,735
228,779
229,777
230,736
231,646
232,715
233,707
234,695
235,706
236,790
237,758
238,736
239,791
240,737
241,754
242,684
243,746
244,732
245,705
246,778
247,741
248,747
249,767
250,791
251,731
252,792
253,722
254,742
255,755
256,734
257,822
258,801
259,731
260,798
261,788
262,755
263,707
264,769
265,634
266,750
267,757
268,660
269,800
270,772
271,752
272,740
273,804
274,801
275,717
276,717
277,696
278,784
279,720
280,723
281,768
282,795
283,682
284,744
285,765
286,677
287,682
288,709
289,757
290,586
291,777
292,750
293,800
294,716
295,772
296,602
297,436
298,586
299,543
300,593
301,580
302,597
303,577
304,500
305,603
306,580
307,553
308,595
309,577
310,574
311,594
312,566
313,592
314,610
315,588
316,625
317,534
318,589
319,599
320,592
321,588
322,616
323,619
324,599
325,599
326,614
327,578
328,606
329,607
330,599
331,212
